fips SCC Pollutant Emissions type year
20171 2268003060 PM25-PRI 3.1402175e-06 NON-ROAD 2005
20173 2265007015 PM25-PRI 7.1935467e-06 NON-ROAD 2005
20177 2267006015 PM25-PRI 0.0050846766 NON-ROAD 2005
20179 2265004036 PM25-PRI 0.0001655902 NON-ROAD 2005
20179 2265006010 PM25-PRI 0.0044255645 NON-ROAD 2005
20181 2265007010 PM25-PRI 1.79256e-05 NON-ROAD 2005
20189 2270005025 PM25-PRI 0.02 NON-ROAD 2005
20199 2267002003 PM25-PRI 2.7160754e-06 NON-ROAD 2005
21001 2265001050 PM25-PRI 0.0098334019 NON-ROAD 2005
21005 2270003060 PM25-PRI 0.27 NON-ROAD 2005
21009 2265006005 PM25-PRI 0.04 NON-ROAD 2005
21011 2265006025 PM25-PRI 0.0005905385 NON-ROAD 2005
21017 2260004035 PM25-PRI 0.02 NON-ROAD 2005
21017 2265004046 PM25-PRI 0.0015349572 NON-ROAD 2005
21017 2267003050 PM25-PRI 5.1298e-05 NON-ROAD 2005
21023 2260004021 PM25-PRI 0.08 NON-ROAD 2005
21025 2265002030 PM25-PRI 0.0006171093 NON-ROAD 2005
21031 2270002033 PM25-PRI 0.0083322048 NON-ROAD 2005
21031 2270002054 PM25-PRI 0.0025838301 NON-ROAD 2005
21033 2270002039 PM25-PRI 0.0022152209 NON-ROAD 2005
21039 2270002060 PM25-PRI 0.06 NON-ROAD 2005
21041 2260004015 PM25-PRI 0.0027916123 NON-ROAD 2005
21041 2260004030 PM25-PRI 0.03 NON-ROAD 2005
21043 2267006035 PM25-PRI 4.7634162e-06 NON-ROAD 2005
21047 2265002081 PM25-PRI 0.0002224914 NON-ROAD 2005
21047 2270003050 PM25-PRI 0.03 NON-ROAD 2005
21049 2265005060 PM25-PRI 0.0010394769 NON-ROAD 2005
21049 2267002081 PM25-PRI 0.0001642456 NON-ROAD 2005
21051 2265004046 PM25-PRI 0.0002790831 NON-ROAD 2005
21053 2267002072 PM25-PRI 1.18561e-05 NON-ROAD 2005
21055 2270003040 PM25-PRI 0.02 NON-ROAD 2005
21055 2270005020 PM25-PRI 0.65 NON-ROAD 2005
21057 2270005020 PM25-PRI 0.25 NON-ROAD 2005
21059 2265005055 PM25-PRI 0.0042486481 NON-ROAD 2005
21065 2270002006 PM25-PRI 6.57708e-05 NON-ROAD 2005
21067 2267002003 PM25-PRI 0.0006619374 NON-ROAD 2005
21067 2267006030 PM25-PRI 0.000196584 NON-ROAD 2005
21069 2265007015 PM25-PRI 3.08913e-05 NON-ROAD 2005
21071 2265002045 PM25-PRI 0.0001011694 NON-ROAD 2005
21073 2265004041 PM25-PRI 0.0006519964 NON-ROAD 2005
21075 2265005010 PM25-PRI 0.0004256768 NON-ROAD 2005
21085 2267002021 PM25-PRI 8.1373626e-06 NON-ROAD 2005
21085 2268003020 PM25-PRI 0.01 NON-ROAD 2005
21087 2268002081 PM25-PRI 1.9564558e-07 NON-ROAD 2005
21087 2270003070 PM25-PRI 0.02 NON-ROAD 2005
21089 2267002039 PM25-PRI 9.6736e-05 NON-ROAD 2005
21091 2270005020 PM25-PRI 0.41 NON-ROAD 2005
21093 2265006030 PM25-PRI 0.04 NON-ROAD 2005
21093 2270002021 PM25-PRI 0.04 NON-ROAD 2005
21097 2260006010 PM25-PRI 0.02 NON-ROAD 2005
21099 2267002015 PM25-PRI 1.80939e-05 NON-ROAD 2005
21103 2270002081 PM25-PRI 0.03 NON-ROAD 2005
21111 2265004026 PM25-PRI 0.0099242542 NON-ROAD 2005
21111 2270002039 PM25-PRI 0.32 NON-ROAD 2005
21115 2265002060 PM25-PRI 0.0001668412 NON-ROAD 2005
21117 2267006035 PM25-PRI 8.18441e-05 NON-ROAD 2005
21123 2265003070 PM25-PRI 0.0001682583 NON-ROAD 2005
21125 2270002030 PM25-PRI 0.09 NON-ROAD 2005
21125 2270006025 PM25-PRI 0.28 NON-ROAD 2005
21131 2270005030 PM25-PRI 1.8604505e-06 NON-ROAD 2005
21133 2267005060 PM25-PRI 1.8209143e-08 NON-ROAD 2005
21135 2267006005 PM25-PRI 0.0006786814 NON-ROAD 2005
21137 2265003010 PM25-PRI 0.0007106163 NON-ROAD 2005
21137 2265005010 PM25-PRI 0.0002450883 NON-ROAD 2005
21137 2270005020 PM25-PRI 0.9 NON-ROAD 2005
21143 2265002021 PM25-PRI 0.000631885 NON-ROAD 2005
21147 2260003040 PM25-PRI 1.46933e-05 NON-ROAD 2005
21149 2270002036 PM25-PRI 0.13 NON-ROAD 2005
21149 2270007015 PM25-PRI 0.16 NON-ROAD 2005
21151 2265005015 PM25-PRI 0.0008076863 NON-ROAD 2005
21159 2280002200 PM25-PRI 5.52 NON-ROAD 2005
21165 2267003030 PM25-PRI 0.0001273248 NON-ROAD 2005
21167 2270002057 PM25-PRI 0.17 NON-ROAD 2005
21169 2265004010 PM25-PRI 0.01 NON-ROAD 2005
21171 2270006015 PM25-PRI 0.04 NON-ROAD 2005
21175 2270006005 PM25-PRI 0.02 NON-ROAD 2005
21181 2260006005 PM25-PRI 0.0006182944 NON-ROAD 2005
21181 2270006015 PM25-PRI 0.0091033475 NON-ROAD 2005
21185 2265002024 PM25-PRI 0.0028129118 NON-ROAD 2005
21189 2265005030 PM25-PRI 1.2149e-05 NON-ROAD 2005
21191 2267002033 PM25-PRI 1.27712e-05 NON-ROAD 2005
21193 2270003030 PM25-PRI 0.04 NON-ROAD 2005
21195 2268010010 PM25-PRI 0.0099271421 NON-ROAD 2005
21199 2265002057 PM25-PRI 0.0001430542 NON-ROAD 2005
21205 2270005035 PM25-PRI 0.01 NON-ROAD 2005
21207 2265005025 PM25-PRI 0.0002676113 NON-ROAD 2005
21207 2270002042 PM25-PRI 0.0020590396 NON-ROAD 2005
21209 2267005060 PM25-PRI 4.6289885e-06 NON-ROAD 2005
21211 2265002072 PM25-PRI 0.0009584058 NON-ROAD 2005
21215 2265004056 PM25-PRI 0.0031573536 NON-ROAD 2005
21221 2265004016 PM25-PRI 0.00207069 NON-ROAD 2005
21223 2270003060 PM25-PRI 0.12 NON-ROAD 2005
21225 2265004055 PM25-PRI 0.02 NON-ROAD 2005
21225 2270006030 PM25-PRI 0.0029789783 NON-ROAD 2005
21229 2270002015 PM25-PRI 0.11 NON-ROAD 2005
21231 2267002021 PM25-PRI 6.3331485e-07 NON-ROAD 2005
21231 2268006015 PM25-PRI 2.3736e-05 NON-ROAD 2005
21233 2265006035 PM25-PRI 0.0001056227 NON-ROAD 2005
21235 2267006010 PM25-PRI 0.0008006427 NON-ROAD 2005
22001 2270002015 PM25-PRI 0.15 NON-ROAD 2005
22011 2265001060 PM25-PRI 0.0073168418 NON-ROAD 2005
22013 2270005045 PM25-PRI 0.0094131235 NON-ROAD 2005
22017 2265004076 PM25-PRI 0.05 NON-ROAD 2005
22029 2260004016 PM25-PRI 0.0048380181 NON-ROAD 2005
22033 2267002072 PM25-PRI 0.0035901985 NON-ROAD 2005
22041 2270003030 PM25-PRI 0.01 NON-ROAD 2005
22051 2268006005 PM25-PRI 0.03 NON-ROAD 2005
22051 2280002200 PM25-PRI 40.77 NON-ROAD 2005
22055 2260004021 PM25-PRI 2.88 NON-ROAD 2005
22063 2265002015 PM25-PRI 0.0023153514 NON-ROAD 2005
22063 2265004025 PM25-PRI 0.0007090221 NON-ROAD 2005
22065 2260004020 PM25-PRI 0.04 NON-ROAD 2005
22067 2265002033 PM25-PRI 0.0001712877 NON-ROAD 2005
22073 2270002015 PM25-PRI 0.79 NON-ROAD 2005
22073 2270010010 PM25-PRI 0.63 NON-ROAD 2005
22077 2270004031 PM25-PRI 1.49084e-05 NON-ROAD 2005
22081 2265004010 PM25-PRI 0.01 NON-ROAD 2005
22081 2267003020 PM25-PRI 0.02 NON-ROAD 2005
22083 2267003030 PM25-PRI 0.000419569 NON-ROAD 2005
22083 2282005010 PM25-PRI 0.43 NON-ROAD 2005
22085 2267006035 PM25-PRI 6.1963799e-06 NON-ROAD 2005
22087 2270002006 PM25-PRI 0.0002206987 NON-ROAD 2005
22097 2265002033 PM25-PRI 0.0012628949 NON-ROAD 2005
22111 2268006010 PM25-PRI 1.70731e-05 NON-ROAD 2005
22117 2270006030 PM25-PRI 0.0052732463 NON-ROAD 2005
22117 2282005010 PM25-PRI 0.46 NON-ROAD 2005
22119 2260003030 PM25-PRI 0.0013650927 NON-ROAD 2005
22125 2260004021 PM25-PRI 0.08 NON-ROAD 2005
23001 2267002066 PM25-PRI 8.24929e-05 NON-ROAD 2005
23019 2260004036 PM25-PRI 0.15 NON-ROAD 2005
23025 2260002006 PM25-PRI 0.03 NON-ROAD 2005
23025 2270002033 PM25-PRI 0.06 NON-ROAD 2005
23027 2265004041 PM25-PRI 0.0002300362 NON-ROAD 2005
23029 2270002003 PM25-PRI 0.04 NON-ROAD 2005
23031 2265001030 PM25-PRI 0.93 NON-ROAD 2005
23031 2267003070 PM25-PRI 0.0035467094 NON-ROAD 2005
24001 2270006025 PM25-PRI 0.32 NON-ROAD 2005
24009 2265002021 PM25-PRI 0.0055806923 NON-ROAD 2005
24015 2265007015 PM25-PRI 3.7700768e-06 NON-ROAD 2005
24019 2270002018 PM25-PRI 0.16 NON-ROAD 2005
24021 2265002027 PM25-PRI 0.0004154914 NON-ROAD 2005
24021 2270005010 PM25-PRI 0.0005782249 NON-ROAD 2005
24023 2270005010 PM25-PRI 0.0001768617 NON-ROAD 2005
24025 2260002021 PM25-PRI 0.02 NON-ROAD 2005
24025 2265004015 PM25-PRI 0.02 NON-ROAD 2005
24025 2270002066 PM25-PRI 11.1 NON-ROAD 2005
24029 2260002039 PM25-PRI 0.11 NON-ROAD 2005
24031 2265002042 PM25-PRI 0.03 NON-ROAD 2005
24039 2268005060 PM25-PRI 0.0002618211 NON-ROAD 2005
24041 2270002081 PM25-PRI 0.19 NON-ROAD 2005
24045 2265003070 PM25-PRI 0.0012627562 NON-ROAD 2005
24047 2285002006 PM25-PRI 1.75 NON-ROAD 2005
25003 2260004071 PM25-PRI 0.0004533973 NON-ROAD 2005
25007 2270002075 PM25-PRI 0.08 NON-ROAD 2005
25007 2270006035 PM25-PRI 0.0048138262 NON-ROAD 2005
25011 2267002003 PM25-PRI 0.0001201394 NON-ROAD 2005
25013 2265006025 PM25-PRI 0.15 NON-ROAD 2005
25015 2265005060 PM25-PRI 0.0004949723 NON-ROAD 2005
25015 2265006030 PM25-PRI 0.08 NON-ROAD 2005
25017 2265008005 PM25-PRI 4.1053843e-06 NON-ROAD 2005
25023 2267003020 PM25-PRI 1.1 NON-ROAD 2005
25025 2265004030 PM25-PRI 0.01 NON-ROAD 2005
25027 2270004046 PM25-PRI 2.24 NON-ROAD 2005
26005 2260004030 PM25-PRI 0.36 NON-ROAD 2005
26005 2265004075 PM25-PRI 0.01 NON-ROAD 2005
26011 2265006030 PM25-PRI 0.01 NON-ROAD 2005
26013 2265004071 PM25-PRI 0.01 NON-ROAD 2005
26015 2270005030 PM25-PRI 0.0021780787 NON-ROAD 2005
26019 2270002048 PM25-PRI 0.26 NON-ROAD 2005
26025 2268006015 PM25-PRI 0.0003190683 NON-ROAD 2005
26029 2265006010 PM25-PRI 0.01 NON-ROAD 2005
26029 2280002200 PM25-PRI 6.75 NON-ROAD 2005
26035 2270002081 PM25-PRI 0.04 NON-ROAD 2005
26037 2268003040 PM25-PRI 1.07037e-05 NON-ROAD 2005
26039 2270002078 PM25-PRI 0.0096377955 NON-ROAD 2005
26041 2265005020 PM25-PRI 2.0623934e-06 NON-ROAD 2005
26047 2265001050 PM25-PRI 0.13 NON-ROAD 2005
26055 2270002078 PM25-PRI 0.06 NON-ROAD 2005
26057 2265005055 PM25-PRI 0.0051575066 NON-ROAD 2005
26057 2267006025 PM25-PRI 0.0014536275 NON-ROAD 2005
26065 2267005060 PM25-PRI 1.95752e-05 NON-ROAD 2005
26067 2270002027 PM25-PRI 0.01 NON-ROAD 2005
26071 2265004015 PM25-PRI 0.0026162493 NON-ROAD 2005
26071 2270002057 PM25-PRI 0.09 NON-ROAD 2005
26075 2270002036 PM25-PRI 3.59 NON-ROAD 2005
26077 2267003030 PM25-PRI 0.01 NON-ROAD 2005
26081 2265004025 PM25-PRI 0.0046146524 NON-ROAD 2005
26081 2265004066 PM25-PRI 0.1 NON-ROAD 2005
26081 2270003030 PM25-PRI 5.27 NON-ROAD 2005
26087 2265003050 PM25-PRI 0.0004266694 NON-ROAD 2005
26089 2270005025 PM25-PRI 0.0026853676 NON-ROAD 2005
26091 2265005035 PM25-PRI 0.01 NON-ROAD 2005
26093 2267002060 PM25-PRI 0.0025182026 NON-ROAD 2005
26097 2270002036 PM25-PRI 0.56 NON-ROAD 2005
26107 2265002078 PM25-PRI 5.25993e-05 NON-ROAD 2005
26117 2267002057 PM25-PRI 0.0003630226 NON-ROAD 2005
26119 2265003020 PM25-PRI 0.0012326003 NON-ROAD 2005
26119 2268003020 PM25-PRI 0.0027141323 NON-ROAD 2005
26121 2270002027 PM25-PRI 0.06 NON-ROAD 2005
26121 2270002045 PM25-PRI 0.52 NON-ROAD 2005
26123 2270002015 PM25-PRI 0.17 NON-ROAD 2005
26127 2268003060 PM25-PRI 1.86792e-05 NON-ROAD 2005
26127 2270005045 PM25-PRI 0.1 NON-ROAD 2005
26129 2270004066 PM25-PRI 0.02 NON-ROAD 2005
26137 2265002060 PM25-PRI 0.0089192869 NON-ROAD 2005
26151 2270006030 PM25-PRI 0.0092782213 NON-ROAD 2005
26157 2270006025 PM25-PRI 0.2 NON-ROAD 2005
26159 2260002021 PM25-PRI 0.0007904776 NON-ROAD 2005
26159 2260004035 PM25-PRI 0.09 NON-ROAD 2005
26159 2260006010 PM25-PRI 0.13 NON-ROAD 2005
26159 2260006015 PM25-PRI 5.09892e-05 NON-ROAD 2005
26159 2267001060 PM25-PRI 0.0004230458 NON-ROAD 2005
26163 2265004056 PM25-PRI 0.77 NON-ROAD 2005
26165 2265002072 PM25-PRI 0.0004784076 NON-ROAD 2005
27011 2260002039 PM25-PRI 0.0078551481 NON-ROAD 2005
27011 2265002039 PM25-PRI 0.0001662873 NON-ROAD 2005
27013 2268006015 PM25-PRI 0.0002489686 NON-ROAD 2005
27015 2268006015 PM25-PRI 0.0001091968 NON-ROAD 2005
27017 2265004051 PM25-PRI 0.0003988292 NON-ROAD 2005
27017 2265005020 PM25-PRI 3.7055902e-06 NON-ROAD 2005
27019 2260002009 PM25-PRI 0.01 NON-ROAD 2005
27019 2268002081 PM25-PRI 2.38205e-05 NON-ROAD 2005
27025 2260003040 PM25-PRI 9.2869e-05 NON-ROAD 2005
27027 2265001060 PM25-PRI 0.0027052144 NON-ROAD 2005
27027 2268005060 PM25-PRI 0.0036422425 NON-ROAD 2005
27033 2265004025 PM25-PRI 9.97643e-05 NON-ROAD 2005
27037 2260002006 PM25-PRI 0.82 NON-ROAD 2005
27039 2260002054 PM25-PRI 0.0002259553 NON-ROAD 2005
27039 2265005040 PM25-PRI 0.01 NON-ROAD 2005
27039 2267002081 PM25-PRI 5.11349e-05 NON-ROAD 2005
27039 2267003040 PM25-PRI 0.0002383703 NON-ROAD 2005
27039 2270002027 PM25-PRI 0.01 NON-ROAD 2005
27041 2285004015 PM25-PRI 0.000232233 NON-ROAD 2005
27043 2260002009 PM25-PRI 0.0003506405 NON-ROAD 2005
27053 2265006010 PM25-PRI 1.33 NON-ROAD 2005
27055 2270004071 PM25-PRI 0.0022741754 NON-ROAD 2005
27057 2267002054 PM25-PRI 3.2951319e-06 NON-ROAD 2005
27057 2270003030 PM25-PRI 0.05 NON-ROAD 2005
27061 2267002060 PM25-PRI 0.0005402822 NON-ROAD 2005
27065 2267006015 PM25-PRI 0.0001667872 NON-ROAD 2005
27065 2270003070 PM25-PRI 0.06 NON-ROAD 2005
27069 2285002015 PM25-PRI 0.05 NON-ROAD 2005
27075 2268006005 PM25-PRI 0.0001801287 NON-ROAD 2005
27079 2267002039 PM25-PRI 0.0001066199 NON-ROAD 2005
27081 2260006035 PM25-PRI 0.0001781277 NON-ROAD 2005
27081 2267002015 PM25-PRI 7.3447888e-06 NON-ROAD 2005
27087 2265005055 PM25-PRI 0.002657089 NON-ROAD 2005
27101 2265003040 PM25-PRI 0.0004273193 NON-ROAD 2005
27101 2265004015 PM25-PRI 0.0012062963 NON-ROAD 2005
27107 2265004075 PM25-PRI 0.0008467629 NON-ROAD 2005
27111 2267004066 PM25-PRI 0.0033076581 NON-ROAD 2005
27115 2265004040 PM25-PRI 0.0051662852 NON-ROAD 2005
27117 2270002069 PM25-PRI 0.07 NON-ROAD 2005
27119 2270002057 PM25-PRI 0.28 NON-ROAD 2005
27121 2270005060 PM25-PRI 0.41 NON-ROAD 2005
27127 2265005045 PM25-PRI 0.006585004 NON-ROAD 2005
27127 2268003030 PM25-PRI 8.1320617e-06 NON-ROAD 2005
27129 2265003020 PM25-PRI 0.0022989807 NON-ROAD 2005
27131 2285002007 PM25-PRI 6.42 NON-ROAD 2005
27133 2267002003 PM25-PRI 2.85901e-05 NON-ROAD 2005
27135 2260004071 PM25-PRI 2.01453e-05 NON-ROAD 2005
27137 2270002015 PM25-PRI 1.1 NON-ROAD 2005
27139 2260005035 PM25-PRI 0.01 NON-ROAD 2005
27139 2265002081 PM25-PRI 0.0009873649 NON-ROAD 2005
27155 2265006025 PM25-PRI 0.0023619552 NON-ROAD 2005
27157 2270005015 PM25-PRI 25.27 NON-ROAD 2005
27159 2270002036 PM25-PRI 0.14 NON-ROAD 2005
27163 2265003050 PM25-PRI 0.0006943644 NON-ROAD 2005
27165 2260005035 PM25-PRI 0.02 NON-ROAD 2005
27165 2265003060 PM25-PRI 2.04982e-05 NON-ROAD 2005
27165 2267002033 PM25-PRI 7.4825423e-06 NON-ROAD 2005
27165 2270006035 PM25-PRI 0.0046199143 NON-ROAD 2005
27171 2285006015 PM25-PRI 2.8993e-05 NON-ROAD 2005
28001 2265006010 PM25-PRI 0.01 NON-ROAD 2005
28003 2260003040 PM25-PRI 0.000176509 NON-ROAD 2005
28009 2267002003 PM25-PRI 4.4048255e-06 NON-ROAD 2005
28011 2265007015 PM25-PRI 1.49757e-05 NON-ROAD 2005
28011 2267002021 PM25-PRI 6.5058188e-06 NON-ROAD 2005
28013 2265002015 PM25-PRI 0.0001046679 NON-ROAD 2005
28015 2267005055 PM25-PRI 6.6093875e-06 NON-ROAD 2005
28015 2268003030 PM25-PRI 8.2776181e-08 NON-ROAD 2005
28019 2267005055 PM25-PRI 1.6322979e-06 NON-ROAD 2005
28023 2270002039 PM25-PRI 0.0010704135 NON-ROAD 2005
28029 2265002045 PM25-PRI 1.68247e-05 NON-ROAD 2005
28029 2270002018 PM25-PRI 0.03 NON-ROAD 2005
28035 2268006010 PM25-PRI 0.0001750829 NON-ROAD 2005
28039 2260005035 PM25-PRI 0.001874315 NON-ROAD 2005
28039 2270002069 PM25-PRI 0.27 NON-ROAD 2005
28039 2282005015 PM25-PRI 0.41 NON-ROAD 2005
28041 2268003060 PM25-PRI 8.4437333e-06 NON-ROAD 2005
28045 2285002015 PM25-PRI 0.16 NON-ROAD 2005
28049 2267002054 PM25-PRI 5.06593e-05 NON-ROAD 2005
28057 2265010010 PM25-PRI 0.01 NON-ROAD 2005
28059 2265004016 PM25-PRI 0.03 NON-ROAD 2005
28061 2265002057 PM25-PRI 2.31491e-05 NON-ROAD 2005
28061 2265004066 PM25-PRI 0.0004988316 NON-ROAD 2005
28061 2270003060 PM25-PRI 0.25 NON-ROAD 2005
28063 2265006025 PM25-PRI 0.0011810783 NON-ROAD 2005
28063 2267002072 PM25-PRI 7.78369e-05 NON-ROAD 2005
28067 2265005015 PM25-PRI 0.000275126 NON-ROAD 2005
28069 2265002021 PM25-PRI 0.0002460083 NON-ROAD 2005
28069 2267002081 PM25-PRI 1.3255e-05 NON-ROAD 2005
28077 2265004026 PM25-PRI 8.29889e-05 NON-ROAD 2005
28077 2285002006 PM25-PRI 0.85 NON-ROAD 2005
28079 2270002033 PM25-PRI 0.03 NON-ROAD 2005
28081 2265007010 PM25-PRI 0.0028720354 NON-ROAD 2005
28081 2270002024 PM25-PRI 0.01 NON-ROAD 2005
28081 2270008005 PM25-PRI 0.0063263706 NON-ROAD 2005
28087 2260007005 PM25-PRI 0.39 NON-ROAD 2005
28089 2260002054 PM25-PRI 0.0036999015 NON-ROAD 2005
28091 2270002072 PM25-PRI 0.22 NON-ROAD 2005
28093 2270006005 PM25-PRI 0.15 NON-ROAD 2005
28095 2265004015 PM25-PRI 0.0045116988 NON-ROAD 2005
28105 2260006005 PM25-PRI 0.0043277401 NON-ROAD 2005
28107 2270006015 PM25-PRI 0.15 NON-ROAD 2005
28109 2270002081 PM25-PRI 0.11 NON-ROAD 2005
28111 2260005035 PM25-PRI 0.000417303 NON-ROAD 2005
28111 2270005060 PM25-PRI 0.0061194789 NON-ROAD 2005
28115 2267002054 PM25-PRI 3.1442246e-06 NON-ROAD 2005
28127 2265001060 PM25-PRI 0.0026780214 NON-ROAD 2005
28131 2265002039 PM25-PRI 0.001078009 NON-ROAD 2005
28131 2270006015 PM25-PRI 0.05 NON-ROAD 2005
28137 2260002039 PM25-PRI 0.12 NON-ROAD 2005
28141 2270002078 PM25-PRI 0.0005593787 NON-ROAD 2005
28143 2260004026 PM25-PRI 0.04 NON-ROAD 2005
28143 2268006020 PM25-PRI 0.0007210492 NON-ROAD 2005
28151 2260004021 PM25-PRI 0.23 NON-ROAD 2005
28155 2268006015 PM25-PRI 1.5565e-05 NON-ROAD 2005
28161 2267002033 PM25-PRI 1.04195e-05 NON-ROAD 2005
28163 2270002027 PM25-PRI 0.004886856 NON-ROAD 2005
28163 2282020005 PM25-PRI 0.24 NON-ROAD 2005
29001 2268002081 PM25-PRI 3.3546275e-06 NON-ROAD 2005
29007 2265004015 PM25-PRI 0.0030088984 NON-ROAD 2005
29017 2267004066 PM25-PRI 0.0001366999 NON-ROAD 2005
29019 2265003030 PM25-PRI 0.0045399958 NON-ROAD 2005
29021 2267003050 PM25-PRI 0.0003384225 NON-ROAD 2005
29025 2260001060 PM25-PRI 0.0022008791 NON-ROAD 2005
29029 2270002057 PM25-PRI 0.27 NON-ROAD 2005
29031 2270005035 PM25-PRI 0.18 NON-ROAD 2005
29037 2270004076 PM25-PRI 0.0020782029 NON-ROAD 2005
29039 2265003020 PM25-PRI 0.0005832456 NON-ROAD 2005
29041 2285002006 PM25-PRI 31.89 NON-ROAD 2005
29043 2282005010 PM25-PRI 0.23 NON-ROAD 2005
29059 2260002027 PM25-PRI 4.0516795e-06 NON-ROAD 2005
29061 2265005010 PM25-PRI 0.0006858932 NON-ROAD 2005
29061 2267003020 PM25-PRI 0.01 NON-ROAD 2005
29065 2260002027 PM25-PRI 2.4957738e-06 NON-ROAD 2005
29065 2260003040 PM25-PRI 3.96549e-05 NON-ROAD 2005
29065 2265006025 PM25-PRI 0.0032477046 NON-ROAD 2005
29069 2270002078 PM25-PRI 0.0012815419 NON-ROAD 2005
29071 2260006005 PM25-PRI 0.03 NON-ROAD 2005
29071 2265002054 PM25-PRI 0.0006326447 NON-ROAD 2005
29071 2285004015 PM25-PRI 0.0018156634 NON-ROAD 2005
29077 2260006035 PM25-PRI 0.0064781383 NON-ROAD 2005
29077 2268003070 PM25-PRI 0.0004724901 NON-ROAD 2005
29079 2270002027 PM25-PRI 0.006032777 NON-ROAD 2005
29083 2265005040 PM25-PRI 0.01 NON-ROAD 2005
29085 2270002033 PM25-PRI 0.01 NON-ROAD 2005
29087 2268006015 PM25-PRI 1.7608e-05 NON-ROAD 2005
29089 2268006020 PM25-PRI 0.0007941159 NON-ROAD 2005
29091 2265004011 PM25-PRI 0.00381721 NON-ROAD 2005
29093 2260003030 PM25-PRI 0.0001745325 NON-ROAD 2005
29093 2268003020 PM25-PRI 0.001776221 NON-ROAD 2005
29095 2260006035 PM25-PRI 0.01 NON-ROAD 2005
29097 2270002033 PM25-PRI 0.26 NON-ROAD 2005
29099 2260002054 PM25-PRI 0.0027936586 NON-ROAD 2005
29101 2265002027 PM25-PRI 5.28757e-05 NON-ROAD 2005
29115 2265004041 PM25-PRI 7.66798e-05 NON-ROAD 2005
29119 2265002042 PM25-PRI 0.0012204271 NON-ROAD 2005
29119 2265005045 PM25-PRI 0.0005292589 NON-ROAD 2005
29125 2270002072 PM25-PRI 0.13 NON-ROAD 2005
29129 2265007010 PM25-PRI 0.0003504334 NON-ROAD 2005
29129 2270002003 PM25-PRI 0.01 NON-ROAD 2005
29129 2270006030 PM25-PRI 0.0009163279 NON-ROAD 2005
29137 2260002039 PM25-PRI 0.02 NON-ROAD 2005
29139 2268003070 PM25-PRI 1.98463e-05 NON-ROAD 2005
29141 2265004075 PM25-PRI 0.0034736568 NON-ROAD 2005
29147 2270006010 PM25-PRI 0.04 NON-ROAD 2005
29149 2267002045 PM25-PRI 1.05196e-05 NON-ROAD 2005
29149 2268006020 PM25-PRI 0.0006176457 NON-ROAD 2005
29153 2270002066 PM25-PRI 0.13 NON-ROAD 2005
29155 2270002009 PM25-PRI 0.0009769242 NON-ROAD 2005
29169 2265006010 PM25-PRI 0.0044254371 NON-ROAD 2005
29175 2270006025 PM25-PRI 0.1 NON-ROAD 2005
29179 2265006010 PM25-PRI 0.0020115623 NON-ROAD 2005
29186 2267003020 PM25-PRI 0.13 NON-ROAD 2005
29187 2270002036 PM25-PRI 0.65 NON-ROAD 2005
29187 2270006025 PM25-PRI 0.22 NON-ROAD 2005
29189 2270005025 PM25-PRI 0.0016748078 NON-ROAD 2005
29207 2267002057 PM25-PRI 4.30485e-05 NON-ROAD 2005
29209 2265002042 PM25-PRI 0.0005363972 NON-ROAD 2005
29211 2265003030 PM25-PRI 0.0007606476 NON-ROAD 2005
29215 2260002054 PM25-PRI 0.0001443483 NON-ROAD 2005
29219 2265002081 PM25-PRI 0.0001489325 NON-ROAD 2005
29219 2265005010 PM25-PRI 0.0003057836 NON-ROAD 2005
29223 2270004056 PM25-PRI 0.003024099 NON-ROAD 2005
29225 2265002066 PM25-PRI 0.0006115242 NON-ROAD 2005
29227 2265002033 PM25-PRI 1.92089e-05 NON-ROAD 2005
29229 2270005045 PM25-PRI 0.1 NON-ROAD 2005
30005 2267002072 PM25-PRI 2.27745e-05 NON-ROAD 2005
30013 2265005020 PM25-PRI 2.44798e-05 NON-ROAD 2005
30017 2267002039 PM25-PRI 6.15582e-05 NON-ROAD 2005
30019 2265004030 PM25-PRI 4.16423e-05 NON-ROAD 2005
30023 2267006025 PM25-PRI 3.47516e-05 NON-ROAD 2005
30033 2270003020 PM25-PRI 0.0021789367 NON-ROAD 2005
30037 2270003050 PM25-PRI 3.79302e-05 NON-ROAD 2005
30037 2270005045 PM25-PRI 0.03 NON-ROAD 2005
30041 2270002030 PM25-PRI 0.0045972993 NON-ROAD 2005
30041 2270005015 PM25-PRI 75.79 NON-ROAD 2005
30043 2260001010 PM25-PRI 1.11 NON-ROAD 2005
30045 2260004020 PM25-PRI 0.01 NON-ROAD 2005
30049 2267002039 PM25-PRI 0.0001735128 NON-ROAD 2005
30051 2270002069 PM25-PRI 0.13 NON-ROAD 2005
30053 2260002021 PM25-PRI 0.0003443617 NON-ROAD 2005
30053 2265002024 PM25-PRI 0.0001224601 NON-ROAD 2005
30053 2265002072 PM25-PRI 8.09014e-05 NON-ROAD 2005
30063 2268002081 PM25-PRI 2.02388e-05 NON-ROAD 2005
30067 2260001020 PM25-PRI 0.21 NON-ROAD 2005
30067 2282005010 PM25-PRI 0.18 NON-ROAD 2005
30071 2267002015 PM25-PRI 1.55283e-05 NON-ROAD 2005
30077 2260004025 PM25-PRI 0.03 NON-ROAD 2005
30077 2267002060 PM25-PRI 1.97849e-05 NON-ROAD 2005
